date,longitude,latitude,resight,size,source
01/26/1943,-48.55,61.03333333,0,BERG,IIP
01/26/1943,-48.33333333,60.66666667,0,BERG,IIP
01/26/1943,-46.63333333,60.61666667,0,BERG,IIP
01/28/1943,-46.63333333,60.61666667,0,BERG,IIP
01/28/1943,-48.33333333,60.66666667,0,BERG,IIP
01/28/1943,-48.55,61.03333333,0,BERG,IIP
02/11/1943,-54.76666667,49.73333333,0,VLG,IIP
02/26/1943,-49.16666667,51.95,0,BERG,IIP
03/03/1943,-52.08333333,52.2,0,LG,IIP
03/03/1943,-54.78333333,49.65,0,LG,IIP
03/03/1943,-51.11666667,53.45,0,BERG,IIP
03/06/1943,-40.95,63.23333333,0,BERG,IIP
03/09/1943,-47.55,51.63333333,0,SM,IIP
03/09/1943,-50.58333333,48.41666667,0,BERG,IIP
03/09/1943,-50,53.83333333,0,SM,IIP
03/09/1943,-46,51,0,SM,IIP
03/10/1943,-49.08333333,50.88333333,0,BERG,IIP
03/10/1943,-48.33333333,51.48333333,0,BERG,IIP
03/10/1943,-48,53,0,BERG,IIP
03/10/1943,-48.18333333,51.3,0,BERG,IIP
03/10/1943,-48,53,0,BBGR,IIP
03/10/1943,-48.18333333,51.3,0,BBGR,IIP
03/10/1943,-48.25,52.46666667,0,BERG,IIP
03/11/1943,-48.08333333,50.95,0,LG,IIP
03/11/1943,-48.08333333,50.95,0,BBGR,IIP
03/11/1943,-38.06666667,59.1,0,BERG,IIP
03/11/1943,-49.05,50.73333333,0,SM,IIP
03/11/1943,-49.25,50.58333333,0,LG,IIP
03/11/1943,-49.03333333,50.58333333,0,BBGR,IIP
03/14/1943,-46.18333333,58.6,0,BERG,IIP
03/14/1943,-48.4,59.51666667,0,BERG,IIP
03/14/1943,-46.18333333,58.6,0,BBGR,IIP
03/14/1943,-48.4,59.51666667,0,BBGR,IIP
03/15/1943,-49.08333333,47.66666667,0,LG,IIP
03/16/1943,-48.5,49.16666667,0,LG,IIP
03/16/1943,-48.15,48.83333333,0,LG,IIP
03/16/1943,-49.38333333,55,0,LG,IIP
03/16/1943,-43.91666667,59.78333333,0,BERG,IIP
03/16/1943,-43.91666667,58.11666667,0,BERG,IIP
03/18/1943,-43.91666667,59.78333333,0,BERG,IIP
03/18/1943,-45.3,59.08333333,0,BERG,IIP
03/18/1943,-43.91666667,59.78333333,0,BBGR,IIP
03/18/1943,-45.3,59.08333333,0,BBGR,IIP
03/19/1943,-43.83333333,58.08333333,0,BERG,IIP
03/19/1943,-44,58,0,BERG,NOT IIP
03/20/1943,-52.33333333,50,0,BERG,IIP
03/20/1943,-52.33333333,50,0,BBGR,IIP
