date,longitude,latitude,resight,size,source
03/01/1918,-50.05,49.25,0,SM,NOT IIP
03/13/1918,-47,45,0,LG,NOT IIP
03/13/1918,-47,47,0,LG,NOT IIP
03/20/1918,-43.18333333,47.18333333,0,MED,NOT IIP
03/20/1918,-43.28333333,47.18333333,0,BERG,NOT IIP
03/29/1918,-47,47.5,0,BERG,NOT IIP
03/29/1918,-47,48.5,0,BERG,NOT IIP
04/20/1918,-49.41666667,43.23333333,0,VLG,NOT IIP
04/20/1918,-49.5,43.2,0,BERG,NOT IIP
04/21/1918,-59.33333333,43.71666667,0,BERG,NOT IIP
04/24/1918,-49.5,48.26666667,0,VLG,NOT IIP
04/25/1918,-47.66666667,40.71666667,0,BERG,NOT IIP
04/25/1918,-47.66666667,40.71666667,0,BBGR,NOT IIP
04/28/1918,-47,45,0,BERG,NOT IIP
04/28/1918,-48,43.91666667,0,BERG,NOT IIP
04/28/1918,-47.96666667,43,0,SM,NOT IIP
04/28/1918,-47.96666667,43,0,BBGR,NOT IIP
04/28/1918,-47.66666667,44.83333333,0,BERG,NOT IIP
04/29/1918,-45.83333333,45.66666667,0,BERG,NOT IIP
04/29/1918,-52.81666667,46.65,0,MED,NOT IIP
04/30/1918,-47.33333333,43.71666667,0,SM,NOT IIP
04/30/1918,-49.08333333,43.08333333,0,BERG,NOT IIP
05/01/1918,-44.75,46.63333333,0,SM,NOT IIP
05/01/1918,-44.76666667,46.66666667,0,MED,NOT IIP
05/01/1918,-45.33333333,46.21666667,0,SM,NOT IIP
05/02/1918,-42.26666667,46.08333333,0,BERG,NOT IIP
05/03/1918,-47.13333333,43.81666667,0,BERG,NOT IIP
05/03/1918,-47.48333333,44.28333333,0,LG,NOT IIP
05/04/1918,-40.13333333,46.58333333,0,LG,NOT IIP
05/05/1918,-52,47.61666667,0,BERG,NOT IIP
05/10/1918,-52.61666667,47.5,0,LG,NOT IIP
05/10/1918,-52.88333333,46.93333333,0,BERG,NOT IIP
05/11/1918,-47.05,45.88333333,0,LG,NOT IIP
05/11/1918,-46.88333333,45.65,0,LG,NOT IIP
05/12/1918,-49.91666667,43.45,0,LG,NOT IIP
05/12/1918,-48.83333333,44.96666667,0,LG,NOT IIP
05/12/1918,-47.5,42.58333333,0,BERG,NOT IIP
05/12/1918,-50,41.71666667,0,BERG,NOT IIP
05/18/1918,-51,40.5,0,BERG,NOT IIP
05/18/1918,-51.46666667,47.3,0,LG,NOT IIP
05/18/1918,-48.5,49,0,BERG,NOT IIP
05/18/1918,-50,47.5,0,BERG,NOT IIP
05/18/1918,-48.5,49,0,BBGR,NOT IIP
05/18/1918,-50,47.5,0,BBGR,NOT IIP
05/19/1918,-52.55,47.51666667,0,SM,NOT IIP
05/19/1918,-52.71666667,47.81666667,0,SM,NOT IIP
05/19/1918,-46.83333333,46.33333333,0,BERG,NOT IIP
05/19/1918,-46,45,0,BERG,NOT IIP
05/19/1918,-48,44,0,BERG,NOT IIP
05/19/1918,-50,41,0,SM,NOT IIP
05/19/1918,-51,42,0,SM,NOT IIP
05/19/1918,-45.5,45.93333333,0,LG,NOT IIP
05/20/1918,-50,48.4,0,BERG,NOT IIP
05/20/1918,-48.86666667,48.3,0,BERG,NOT IIP
05/20/1918,-48.86666667,48.3,0,LG,NOT IIP
05/21/1918,-56.66666667,39.81666667,0,BBGR,NOT IIP
05/21/1918,-51,45,0,BERG,NOT IIP
05/21/1918,-52.78333333,46.65,0,SM,NOT IIP
05/22/1918,-52.81666667,46.65,0,BERG,NOT IIP
05/22/1918,-52.25,47.51666667,0,VLG,NOT IIP
05/22/1918,-52.78333333,48.13333333,0,BERG,NOT IIP
05/22/1918,-53.06666667,46.65,0,BERG,NOT IIP
05/22/1918,-48,46.55,0,BBGR,NOT IIP
05/23/1918,-49.16666667,49.23333333,0,VLG,NOT IIP
05/23/1918,-47.75,51.5,0,BERG,NOT IIP
05/23/1918,-53.06666667,46.65,0,BERG,NOT IIP
05/25/1918,-49.6,42.91666667,0,BERG,NOT IIP
05/25/1918,-48,46.55,0,BERG,NOT IIP
05/28/1918,-46.5,46.18333333,0,BERG,NOT IIP
05/28/1918,-47.66666667,46.5,0,BBGR,NOT IIP
05/28/1918,-48.66666667,44.5,0,BERG,NOT IIP
05/28/1918,-48.66666667,44.5,0,BBGR,NOT IIP
05/28/1918,-48,45.6,0,BERG,NOT IIP
05/28/1918,-48,45.6,0,BBGR,NOT IIP
05/28/1918,-48.9,44.55,0,LG,NOT IIP
05/28/1918,-47.55,44.76666667,0,LG,NOT IIP
05/28/1918,-48.9,44.55,0,SM,NOT IIP
05/28/1918,-47.55,44.76666667,0,SM,NOT IIP
05/28/1918,-48.9,44.55,0,BBGR,NOT IIP
05/28/1918,-47.55,44.76666667,0,BBGR,NOT IIP
05/28/1918,-50.33333333,48.5,0,BERG,NOT IIP
05/28/1918,-52,47.33333333,0,BERG,NOT IIP
05/30/1918,-49.33333333,48.03333333,0,BERG,NOT IIP
05/30/1918,-51.61666667,47.36666667,0,BERG,NOT IIP
05/31/1918,-50.61666667,41.76666667,0,SM,NOT IIP
05/31/1918,-47.33333333,44.33333333,0,LG,NOT IIP
05/31/1918,-47.5,44.16666667,0,SM,NOT IIP
05/31/1918,-48.33333333,44,0,SM,NOT IIP
06/01/1918,-51.13333333,47.03333333,0,BERG,NOT IIP
06/02/1918,-49.86666667,42.73333333,0,BERG,NOT IIP
06/02/1918,-48.83333333,40.91666667,0,LG,NOT IIP
